record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes
7092,2021,Maharashtra,Pune,Western Maharashtra,Cotton,Kharif,849.3,6.2,26.52,31.93,18.52,1.02,57.3,44.2,6.75,336.6,39.0,424.7,40.3,0,23,6,3282.7,5.8,Low,0.0,Low,13.5,Low,5.8,Low,0.348,1143.5
7093,2010,Maharashtra,Nagpur,Vidarbha,Sugarcane,Annual,875.9,-7.8,29.25,33.43,20.22,2.25,70.1,47.9,6.46,254.3,37.0,315.4,91.5,0,10,8,658.7,17.0,Low,0.0,Low,18.0,Low,11.6,Low,55.268,36405.2
7094,2024,Maharashtra,Yavatmal,Vidarbha,Sugarcane,Annual,1077.4,13.4,25.78,35.59,16.2,-1.22,46.1,30.8,6.22,292.2,21.4,261.7,86.8,18,24,11,9665.9,11.2,Low,16.8,Low,24.8,Low,16.4,Low,26.156,252825.1
7095,2013,Maharashtra,Bhandara,Vidarbha,Soybean,Kharif,1339.6,41.0,26.79,36.25,16.01,-0.21,61.3,65.9,6.87,203.7,28.6,208.5,45.8,9,0,10,13705.9,0.0,Low,13.6,Low,52.0,Medium,17.5,Low,0.285,3905.0
7096,2010,Maharashtra,Palghar,Konkan,Rice,Kharif,2155.0,-13.8,26.45,35.64,17.69,-0.55,86.5,70.2,6.13,316.3,29.5,289.0,37.1,12,0,11,3240.1,0.0,Low,12.5,Low,47.2,Medium,15.9,Low,1.478,4788.5
7097,2012,Maharashtra,Jalgaon,Khandesh,Sugarcane,Annual,855.3,18.8,28.69,36.54,20.94,1.19,60.9,45.5,6.38,232.9,36.9,80.0,72.6,18,23,5,5503.1,21.2,Low,22.0,Low,11.2,Low,19.0,Low,51.948,285874.3
7098,2001,Maharashtra,Ahmednagar,Western Maharashtra,Rice,Kharif,552.5,-30.9,26.66,37.78,18.85,1.16,51.9,22.6,6.46,119.6,51.7,352.2,43.3,33,59,4,3272.1,49.6,Medium,40.0,Medium,9.0,Low,36.3,Medium,1.068,3493.0
7099,2011,Maharashtra,Akola,Vidarbha,Cotton,Kharif,773.0,-18.6,27.29,37.52,19.12,0.29,59.5,52.1,7.44,318.0,35.7,318.5,30.6,23,20,4,4079.5,5.0,Low,31.1,Low,9.0,Low,14.6,Low,0.332,1356.1
7100,2012,Maharashtra,Ahmednagar,Western Maharashtra,Soybean,Kharif,762.7,-4.7,24.75,29.74,18.79,-0.75,79.0,52.5,6.21,370.1,16.9,327.4,28.9,0,33,4,2071.1,8.2,Low,0.0,Low,9.0,Low,5.7,Low,0.687,1423.6
7101,2025,Maharashtra,Raigad,Konkan,Wheat,Rabi,2806.5,12.3,28.89,35.62,25.93,1.89,75.3,71.6,7.41,254.7,46.4,414.9,39.1,10,0,19,1052.2,0.0,Low,10.9,Low,100.0,High,28.6,Low,0.08,84.2
7102,2013,Maharashtra,Akola,Vidarbha,Soybean,Kharif,1100.7,15.9,24.83,33.05,15.9,-2.17,44.6,59.1,6.36,219.6,21.0,226.8,10.9,0,8,6,2716.2,2.0,Low,0.0,Low,25.5,Low,7.2,Low,0.402,1091.2
7103,2007,Maharashtra,Solapur,Western Maharashtra,Sugarcane,Annual,837.4,4.7,25.42,34.96,17.59,-0.08,48.5,22.2,7.35,206.0,30.8,397.2,94.5,12,38,6,2330.1,33.6,Low,9.0,Low,13.5,Low,20.4,Low,22.157,51627.7
7104,2004,Maharashtra,Gondia,Vidarbha,Maize,Kharif,794.3,-16.4,27.64,35.29,19.4,0.64,71.0,44.6,7.55,370.1,5.2,346.7,49.4,17,33,4,4135.5,8.2,Low,14.4,Low,9.0,Low,10.5,Low,2.402,9935.1
7105,2013,Maharashtra,Ahmednagar,Western Maharashtra,Rice,Kharif,815.2,1.9,26.61,34.13,19.05,1.11,61.1,43.9,6.47,282.3,41.7,418.4,17.8,1,35,6,4765.9,23.2,Low,0.8,Low,13.5,Low,13.4,Low,1.632,7778.3
7106,2004,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,2975.7,19.0,29.17,36.62,22.57,2.17,87.0,65.7,6.85,221.0,15.5,266.6,13.0,33,0,22,7877.7,0.0,Low,33.7,Low,100.0,High,36.1,Medium,0.08,630.2
7107,2018,Maharashtra,Jalna,Marathwada,Cotton,Kharif,495.2,-29.3,26.89,35.91,21.37,-0.11,62.5,43.5,5.56,326.0,52.2,129.0,8.9,14,20,7,8268.6,19.9,Low,15.5,Low,15.7,Low,17.4,Low,0.239,1974.2
7108,2005,Maharashtra,Palghar,Konkan,Rice,Kharif,3003.0,20.1,28.19,37.05,17.76,1.19,67.1,48.2,8.69,251.2,26.1,273.6,28.5,19,0,18,8884.7,0.0,Low,25.5,Low,98.8,High,33.1,Low,0.222,1974.1
7109,2019,Maharashtra,Jalgaon,Khandesh,Maize,Kharif,612.5,-14.9,29.45,39.69,21.68,1.95,49.2,46.2,6.45,357.5,48.4,155.7,23.0,46,32,4,11371.9,10.2,Low,60.3,Medium,9.0,Low,26.4,Low,1.317,14971.5
7110,2024,Maharashtra,Jalgaon,Khandesh,Soybean,Kharif,1109.7,54.1,29.27,39.58,20.61,1.77,52.0,45.0,6.36,219.5,39.5,422.7,32.3,38,0,4,1642.6,0.0,Low,53.7,Medium,21.6,Low,23.1,Low,0.498,818.8
7111,2016,Maharashtra,Osmanabad,Marathwada,Rice,Kharif,837.2,19.6,27.89,38.35,16.48,0.89,71.3,34.7,7.06,330.7,35.4,220.4,48.9,36,29,4,1819.4,20.6,Low,45.4,Medium,9.0,Low,25.9,Low,1.679,3054.6
7112,2012,Maharashtra,Wardha,Vidarbha,Soybean,Kharif,1200.4,26.4,26.85,34.52,21.24,-0.15,76.2,57.8,6.42,321.2,37.0,266.3,38.9,19,11,11,5384.5,2.8,Low,14.2,Low,44.0,Medium,16.9,Low,0.539,2900.5
7113,2006,Maharashtra,Washim,Vidarbha,Wheat,Rabi,992.6,4.5,28.38,40.95,20.79,1.38,56.2,64.8,6.76,302.2,28.2,250.4,33.2,50,20,5,24645.1,5.0,Low,70.2,High,41.8,Medium,35.7,Medium,0.12,2952.8
7114,2016,Maharashtra,Yavatmal,Vidarbha,Soybean,Kharif,1168.6,23.0,27.88,35.42,21.15,0.88,63.6,71.2,6.22,268.3,25.3,317.2,0.0,22,2,8,30137.0,0.5,Low,18.8,Low,34.9,Medium,15.2,Low,0.527,15868.8
7115,2019,Maharashtra,Parbhani,Marathwada,Rice,Kharif,651.6,-6.9,27.36,37.28,20.89,0.36,56.7,21.8,7.46,375.8,36.4,199.4,22.6,34,38,6,6367.0,40.2,Medium,38.0,Medium,13.5,Low,32.8,Low,1.419,9033.6
7116,2005,Maharashtra,Gondia,Vidarbha,Soybean,Kharif,1069.8,12.6,28.19,35.68,18.21,1.19,63.4,55.8,6.89,244.3,33.2,249.0,35.7,19,3,8,4230.0,0.8,Low,18.0,Low,27.7,Low,13.2,Low,0.595,2517.3
7117,2009,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,2401.4,-3.9,26.18,32.62,17.05,-0.82,65.6,42.5,6.69,317.5,36.0,80.0,62.2,11,0,14,2659.0,0.0,Low,8.2,Low,100.0,High,27.7,Low,0.08,212.7
7118,2001,Maharashtra,Satara,Western Maharashtra,Wheat,Rabi,689.8,-13.8,27.19,36.67,18.05,1.69,63.7,51.3,7.63,159.0,30.0,340.9,54.6,36,19,7,8652.9,4.8,Low,36.2,Medium,16.0,Low,17.9,Low,0.396,3422.4
7119,2005,Maharashtra,Chandrapur,Vidarbha,Cotton,Kharif,934.7,-1.6,24.87,33.2,18.2,-2.13,62.7,55.3,6.58,269.5,38.9,297.7,15.8,19,26,11,3652.2,6.5,Low,14.2,Low,24.8,Low,13.6,Low,0.19,692.4
7120,2019,Maharashtra,Palghar,Konkan,Maize,Kharif,2334.4,-6.6,27.26,36.82,17.16,0.26,72.7,60.7,7.63,191.2,25.9,514.0,20.5,25,0,14,17374.7,0.0,Low,28.7,Low,100.0,High,34.5,Medium,0.08,1390.0
7121,2016,Maharashtra,Kolhapur,Western Maharashtra,Maize,Kharif,790.7,-1.2,25.66,35.85,18.08,0.16,65.6,42.5,7.98,315.0,20.6,241.2,63.7,21,26,8,1896.2,6.5,Low,20.4,Low,18.0,Low,14.0,Low,2.738,5191.5
7122,2005,Maharashtra,Buldhana,Vidarbha,Rice,Kharif,944.9,-0.5,27.17,37.64,17.26,0.17,54.0,37.1,5.78,329.6,30.1,283.6,15.6,13,27,8,2334.9,14.7,Low,24.3,Low,18.0,Low,18.7,Low,1.737,4055.1
7123,2001,Maharashtra,Dhule,Khandesh,Cotton,Kharif,935.6,30.0,27.68,39.85,20.79,0.18,52.5,50.7,6.71,329.6,36.8,197.7,21.6,54,21,5,2506.6,5.2,Low,67.2,High,11.2,Low,27.2,Low,0.239,598.3
7124,2019,Maharashtra,Nandurbar,Khandesh,Wheat,Rabi,575.7,-20.0,25.49,34.36,17.66,-2.01,34.5,53.0,6.82,193.6,41.1,160.8,56.1,0,50,3,2657.4,12.5,Low,0.0,Low,6.8,Low,6.9,Low,0.801,2128.3
7125,2009,Maharashtra,Nashik,Western Maharashtra,Soybean,Kharif,1074.9,34.4,26.49,37.35,15.49,0.99,63.1,60.1,7.14,264.8,28.7,350.6,50.1,26,5,6,4072.7,1.2,Low,32.4,Low,23.6,Low,17.1,Low,0.722,2940.7
7126,2022,Maharashtra,Yavatmal,Vidarbha,Maize,Kharif,818.3,-13.9,29.66,37.54,20.05,2.66,64.9,55.5,7.32,247.1,25.3,262.5,66.2,28,17,7,1340.2,4.2,Low,35.0,Medium,15.7,Low,17.3,Low,1.236,1656.2
7127,2013,Maharashtra,Jalgaon,Khandesh,Soybean,Kharif,747.6,3.8,25.56,32.74,17.87,-1.94,39.5,49.3,7.67,242.4,18.5,215.7,36.8,0,24,5,17708.5,6.0,Low,0.0,Low,11.2,Low,5.3,Low,0.63,11152.4
7128,2009,Maharashtra,Amravati,Vidarbha,Rice,Kharif,695.6,-26.8,26.17,36.1,19.95,-0.83,60.7,37.1,6.43,395.8,38.4,338.7,39.8,20,10,6,3264.2,22.9,Low,21.0,Low,13.5,Low,19.9,Low,1.988,6488.5
7129,2015,Maharashtra,Parbhani,Marathwada,Wheat,Rabi,704.1,0.6,27.92,36.47,21.1,0.92,63.6,58.4,6.85,315.3,17.8,405.3,43.7,24,17,4,3825.5,4.2,Low,26.1,Low,10.7,Low,13.1,Low,0.345,1319.8
7130,2005,Maharashtra,Kolhapur,Western Maharashtra,Rice,Kharif,700.9,-12.4,26.88,38.26,17.56,1.38,71.4,36.0,5.99,316.6,18.0,364.9,7.8,27,47,7,2433.8,31.9,Low,38.2,Medium,15.7,Low,29.9,Low,1.174,2856.3
7131,2013,Maharashtra,Ratnagiri,Konkan,Cotton,Kharif,2803.6,12.1,28.16,41.23,20.41,1.16,78.8,47.9,7.47,288.9,31.5,231.1,19.2,62,0,19,18927.6,0.0,Low,79.3,High,100.0,High,51.2,Medium,0.08,1514.2
7132,2024,Maharashtra,Dhule,Khandesh,Soybean,Kharif,426.2,-40.8,29.4,34.39,18.9,1.9,56.0,22.1,6.28,337.9,34.0,120.6,0.0,32,38,2,2313.4,35.6,Medium,24.0,Low,4.5,Low,24.0,Low,0.441,1019.2
7133,2003,Maharashtra,Jalna,Marathwada,Soybean,Kharif,832.0,18.9,27.37,36.53,17.89,0.37,68.0,56.7,7.37,167.3,28.0,351.9,78.4,17,23,1,662.6,5.8,Low,21.1,Low,2.2,Low,10.0,Low,0.729,483.1
7134,2022,Maharashtra,Mumbai Suburban,Konkan,Soybean,Kharif,3800.0,52.0,27.98,34.74,19.44,0.98,74.6,64.7,6.42,365.7,34.3,298.3,21.6,23,0,24,27045.4,0.0,Low,17.2,Low,100.0,High,30.7,Low,0.08,2163.6
7135,2023,Maharashtra,Raigad,Konkan,Maize,Kharif,2575.9,3.0,24.24,33.56,16.98,-2.76,79.6,58.6,7.99,300.3,21.7,221.9,35.5,0,0,15,3236.7,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,258.9
7136,2007,Maharashtra,Hingoli,Marathwada,Maize,Kharif,798.5,14.1,28.5,37.17,22.17,1.5,53.7,48.4,7.0,268.2,33.3,404.3,41.4,27,5,8,9175.6,1.2,Low,32.2,Low,18.0,Low,15.6,Low,1.503,13786.8
7137,2022,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,3244.3,29.8,28.24,36.75,19.11,1.24,84.5,56.7,6.01,242.1,27.5,356.9,37.9,33,0,19,4432.3,0.0,Low,34.4,Medium,100.0,High,36.4,Medium,0.137,609.2
7138,2006,Maharashtra,Wardha,Vidarbha,Soybean,Kharif,781.7,-17.7,28.7,38.54,18.97,1.7,60.3,45.9,6.98,242.7,34.5,382.5,24.4,41,37,5,18836.9,9.2,Low,50.2,Medium,11.2,Low,23.3,Low,0.779,14664.8
7139,2005,Maharashtra,Osmanabad,Marathwada,Maize,Kharif,626.8,-10.5,26.19,33.67,16.06,-0.81,60.3,39.0,7.08,165.5,39.7,230.8,22.4,0,44,10,1720.2,11.9,Low,0.0,Low,22.5,Low,10.6,Low,1.754,3018.0
7140,2007,Maharashtra,Kolhapur,Western Maharashtra,Maize,Kharif,878.5,9.8,23.87,33.7,15.61,-1.63,55.2,57.2,6.98,318.5,31.2,145.6,29.4,0,2,9,980.0,0.5,Low,0.0,Low,20.2,Low,5.3,Low,1.841,1804.6
7141,2009,Maharashtra,Nandurbar,Khandesh,Sugarcane,Annual,904.1,25.6,25.62,32.77,14.27,-1.88,46.7,31.5,7.61,350.3,28.4,265.6,97.4,18,25,8,21538.4,19.5,Low,13.5,Low,18.0,Low,17.1,Low,31.438,677118.1
7142,2003,Maharashtra,Akola,Vidarbha,Cotton,Kharif,834.9,-12.1,25.02,33.5,14.27,-1.98,58.1,39.6,7.06,174.0,45.9,243.8,72.7,8,44,7,6134.0,11.0,Low,6.0,Low,15.7,Low,10.5,Low,0.198,1213.0
7143,2022,Maharashtra,Mumbai Suburban,Konkan,Cotton,Kharif,1492.4,-40.3,26.94,37.53,18.12,-0.06,84.1,57.7,6.12,102.5,33.9,214.9,45.0,41,4,9,2477.1,1.0,Low,44.7,Medium,54.1,Medium,28.7,Low,0.08,198.2
7144,2006,Maharashtra,Buldhana,Vidarbha,Rice,Kharif,1095.4,15.3,27.83,36.23,18.82,0.83,59.8,51.7,8.7,322.4,33.8,375.4,56.9,16,8,6,2931.5,2.5,Low,18.8,Low,13.5,Low,10.6,Low,2.119,6211.3
7145,2005,Maharashtra,Gondia,Vidarbha,Soybean,Kharif,831.8,-12.4,27.44,33.75,23.37,0.44,56.8,52.2,6.83,251.5,42.5,202.5,18.2,11,13,5,1328.5,3.2,Low,8.2,Low,11.2,Low,6.9,Low,0.656,871.4
7146,2009,Maharashtra,Jalna,Marathwada,Rice,Kharif,811.9,16.0,27.83,38.99,19.81,0.83,53.6,29.9,7.3,254.6,23.4,211.1,26.7,24,25,4,6294.6,21.0,Low,39.9,Medium,9.0,Low,24.2,Low,1.251,7871.9
7147,2018,Maharashtra,Washim,Vidarbha,Cotton,Kharif,613.6,-35.4,27.97,37.55,19.04,0.97,60.8,34.9,7.17,345.5,15.2,366.2,29.2,22,33,2,14231.1,13.6,Low,30.5,Low,4.5,Low,16.9,Low,0.244,3477.4
7148,2014,Maharashtra,Bhandara,Vidarbha,Cotton,Kharif,581.7,-38.8,27.82,36.07,19.84,0.82,43.8,46.4,8.45,304.2,23.4,251.8,19.5,11,14,3,3834.3,11.5,Low,14.2,Low,6.8,Low,11.2,Low,0.219,838.4
7149,2016,Maharashtra,Parbhani,Marathwada,Wheat,Rabi,583.3,-16.7,28.61,36.02,18.37,1.61,54.4,52.2,6.89,284.4,26.7,482.3,45.9,14,24,1,2180.3,6.0,Low,16.1,Low,2.2,Low,8.4,Low,0.271,590.6
7150,2012,Maharashtra,Dhule,Khandesh,Soybean,Kharif,822.1,14.2,28.49,38.91,20.57,0.99,62.0,56.1,6.39,245.4,49.7,175.8,41.1,31,18,3,1307.9,4.5,Low,44.7,Medium,6.8,Low,18.3,Low,0.512,669.2
7151,2010,Maharashtra,Amravati,Vidarbha,Sugarcane,Annual,1144.7,20.5,26.67,33.56,17.28,-0.33,67.7,34.2,8.04,191.0,25.9,98.6,79.5,0,14,8,1026.0,5.6,Low,0.0,Low,18.0,Low,6.8,Low,27.659,28378.5
7152,2012,Maharashtra,Ahmednagar,Western Maharashtra,Sugarcane,Annual,643.6,-19.6,27.01,38.99,18.17,1.51,66.2,28.7,7.21,247.9,26.9,298.5,80.3,38,28,6,3423.4,33.6,Low,50.4,Medium,13.5,Low,34.1,Medium,31.927,109298.1
7153,2009,Maharashtra,Solapur,Western Maharashtra,Soybean,Kharif,859.3,7.4,26.84,35.36,18.28,1.34,67.4,48.3,6.89,341.6,14.5,459.5,42.0,17,0,9,843.9,0.0,Low,14.7,Low,20.2,Low,9.9,Low,0.772,651.2
7154,2004,Maharashtra,Ratnagiri,Konkan,Maize,Kharif,2614.1,4.6,28.28,36.41,20.34,1.28,86.3,56.8,6.32,411.0,17.7,453.6,37.7,34,0,17,3368.4,0.0,Low,33.2,Low,100.0,High,36.0,Medium,0.08,269.5
7155,2018,Maharashtra,Yavatmal,Vidarbha,Rice,Kharif,925.7,-2.6,27.89,37.64,21.94,0.89,56.8,42.7,6.54,416.3,32.6,469.7,25.6,30,25,7,3878.0,15.2,Low,37.0,Medium,15.7,Low,22.5,Low,1.825,7076.1
7156,2005,Maharashtra,Nashik,Western Maharashtra,Soybean,Kharif,730.8,-8.7,26.29,36.78,16.09,0.79,56.1,36.2,6.89,301.2,17.6,335.6,6.5,37,43,5,313.7,10.8,Low,37.5,Medium,11.2,Low,19.7,Low,0.861,270.1
7157,2025,Maharashtra,Sangli,Western Maharashtra,Cotton,Kharif,823.7,3.0,25.36,34.41,18.48,-0.14,53.0,40.8,7.01,197.5,16.5,414.8,56.2,7,33,10,5840.1,8.2,Low,5.2,Low,22.5,Low,10.8,Low,0.22,1287.2
7158,2020,Maharashtra,Bhandara,Vidarbha,Maize,Kharif,798.2,-16.0,25.98,34.75,17.65,-1.02,53.5,46.0,7.07,185.0,40.8,225.0,13.8,11,11,7,1831.8,2.8,Low,8.2,Low,15.7,Low,7.8,Low,1.735,3178.4
7159,2022,Maharashtra,Akola,Vidarbha,Rice,Kharif,991.7,4.4,28.63,37.8,19.35,1.63,64.2,36.8,7.01,334.2,10.8,351.3,33.7,27,19,8,9804.5,10.4,Low,35.7,Medium,18.0,Low,20.6,Low,1.457,14286.1
7160,2015,Maharashtra,Bhandara,Vidarbha,Maize,Kharif,1130.0,18.9,27.6,35.46,21.35,0.6,67.6,59.9,6.39,203.7,33.7,307.5,36.8,20,0,8,1758.6,0.0,Low,17.5,Low,32.1,Low,13.8,Low,1.292,2271.8
7161,2011,Maharashtra,Thane,Konkan,Wheat,Rabi,2089.6,-16.4,26.47,36.73,16.92,-0.53,87.3,65.8,7.74,299.5,28.7,455.4,33.6,19,0,15,9187.0,0.0,Low,23.8,Low,100.0,High,32.8,Low,0.08,735.0
7162,2009,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,2639.5,5.6,28.8,34.21,23.42,1.8,77.1,40.2,8.15,241.5,27.6,443.2,0.0,0,0,13,2085.4,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,166.8
7163,2018,Maharashtra,Ahmednagar,Western Maharashtra,Wheat,Rabi,679.3,-15.1,27.56,33.97,19.2,2.06,56.8,50.6,7.87,183.7,34.8,257.8,100.0,9,21,4,2549.0,5.2,Low,6.8,Low,9.0,Low,6.7,Low,0.402,1023.8
7164,2009,Maharashtra,Beed,Marathwada,Rice,Kharif,508.5,-27.4,28.54,39.33,19.95,1.54,40.8,19.3,7.38,265.1,41.5,295.1,21.6,36,42,2,988.8,50.9,Medium,50.8,Medium,4.5,Low,39.3,Medium,1.021,1009.1
7165,2017,Maharashtra,Jalna,Marathwada,Soybean,Kharif,493.5,-29.5,25.81,37.34,21.07,-1.19,47.9,32.6,7.02,399.5,39.7,190.2,23.9,31,30,3,2695.1,19.9,Low,36.1,Medium,6.8,Low,22.0,Low,0.791,2132.0
7166,2015,Maharashtra,Sangli,Western Maharashtra,Cotton,Kharif,689.4,-13.8,27.41,37.0,20.63,1.91,69.2,46.8,6.81,216.2,29.5,397.8,55.9,27,34,4,1788.7,8.5,Low,31.2,Low,9.0,Low,16.1,Low,0.335,599.2
7167,2022,Maharashtra,Nagpur,Vidarbha,Cotton,Kharif,887.9,-6.5,26.38,35.48,18.61,-0.62,62.0,49.4,7.83,387.9,39.1,221.3,24.1,24,24,6,5356.6,6.0,Low,20.6,Low,13.5,Low,12.7,Low,0.292,1566.5
7168,2011,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,2243.4,-10.3,27.84,39.16,20.24,0.84,83.3,54.6,7.47,298.2,28.4,283.3,2.1,50,0,12,2188.0,0.0,Low,60.4,Medium,100.0,High,44.9,Medium,0.08,175.0
7169,2004,Maharashtra,Jalgaon,Khandesh,Rice,Kharif,792.8,10.1,28.21,33.12,20.02,0.71,49.0,35.5,6.96,234.1,15.5,234.3,60.0,6,27,8,2380.5,22.3,Low,4.5,Low,18.0,Low,15.3,Low,1.548,3683.9
7170,2016,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,1505.2,-39.8,27.01,36.83,19.84,0.01,72.6,61.5,7.12,236.8,32.6,329.3,48.3,16,0,14,8196.5,0.0,Low,22.1,Low,73.1,High,25.6,Low,0.216,1770.9
7171,2010,Maharashtra,Dhule,Khandesh,Cotton,Kharif,947.6,31.6,27.92,34.89,22.92,0.42,54.7,41.3,5.79,270.8,23.1,524.0,12.8,14,22,8,2700.2,5.5,Low,10.5,Low,18.0,Low,10.3,Low,0.241,649.6
7172,2021,Maharashtra,Osmanabad,Marathwada,Soybean,Kharif,564.2,-19.4,25.78,35.6,16.47,-1.22,52.3,46.7,7.6,286.3,22.4,278.0,24.6,26,26,2,5504.0,12.8,Low,22.8,Low,4.5,Low,14.0,Low,0.567,3121.0
7173,2014,Maharashtra,Amravati,Vidarbha,Wheat,Rabi,853.1,-10.2,26.69,32.44,19.27,-0.31,66.1,65.1,7.16,211.1,34.9,260.1,62.0,0,7,10,1938.1,1.8,Low,0.0,Low,39.1,Medium,10.5,Low,0.459,888.9
7174,2013,Maharashtra,Bhandara,Vidarbha,Rice,Kharif,688.4,-27.5,26.8,35.68,18.64,-0.2,56.4,43.2,6.82,275.8,11.7,295.4,34.2,30,31,4,2251.1,28.5,Low,26.2,Low,9.0,Low,22.9,Low,1.504,3386.1
7175,2023,Maharashtra,Pune,Western Maharashtra,Soybean,Kharif,862.6,7.8,25.04,37.3,18.54,-0.46,67.7,42.8,6.86,275.8,28.5,487.2,40.1,20,19,4,4590.0,4.8,Low,27.6,Low,9.0,Low,13.4,Low,0.665,3053.5
7176,2004,Maharashtra,Mumbai Suburban,Konkan,Cotton,Kharif,3220.4,28.8,28.33,38.56,20.39,1.33,83.3,55.8,7.01,287.2,31.7,283.7,36.9,34,0,20,3875.9,0.0,Low,45.1,Medium,100.0,High,39.9,Medium,0.08,310.1
7177,2016,Maharashtra,Nandurbar,Khandesh,Cotton,Kharif,712.4,-1.1,27.4,33.99,20.9,-0.1,62.7,43.2,5.67,316.0,31.6,447.7,32.0,8,25,3,9910.0,6.2,Low,6.0,Low,6.8,Low,6.3,Low,0.227,2246.0
7178,2014,Maharashtra,Thane,Konkan,Rice,Kharif,2756.1,10.2,25.76,32.62,16.58,-1.24,74.7,65.1,8.23,159.2,28.8,429.1,0.0,0,0,14,10834.9,0.0,Low,0.0,Low,79.4,High,19.8,Low,0.368,3988.2
7179,2024,Maharashtra,Mumbai Suburban,Konkan,Soybean,Kharif,3240.9,29.6,29.0,39.82,21.99,2.0,79.0,52.0,7.49,332.7,47.8,402.8,12.6,35,0,18,5701.9,0.0,Low,52.8,Medium,100.0,High,42.4,Medium,0.08,456.2
7180,2001,Maharashtra,Jalgaon,Khandesh,Cotton,Kharif,610.1,-15.3,28.67,38.77,21.7,1.17,55.9,49.3,7.28,364.5,38.1,112.7,71.6,48,25,6,3107.5,11.9,Low,56.7,Medium,13.5,Low,27.1,Low,0.281,873.8
7181,2002,Maharashtra,Nandurbar,Khandesh,Maize,Kharif,589.6,-18.1,27.48,36.05,16.28,-0.02,54.8,38.3,8.04,216.7,28.2,80.0,26.4,22,45,6,4957.7,15.4,Low,22.3,Low,13.5,Low,17.2,Low,1.213,6015.9
7182,2011,Maharashtra,Satara,Western Maharashtra,Sugarcane,Annual,714.0,-10.8,25.62,34.49,14.74,0.12,63.4,37.9,6.24,231.5,15.6,337.9,82.2,29,33,6,11450.5,30.3,Low,21.8,Low,13.5,Low,23.3,Low,19.056,218197.6
7183,2016,Maharashtra,Amravati,Vidarbha,Cotton,Kharif,659.1,-30.6,26.35,35.73,17.52,-0.65,69.9,36.6,8.07,223.5,24.4,262.4,0.0,26,30,5,5254.1,9.2,Low,23.5,Low,11.2,Low,14.4,Low,0.239,1253.5
7184,2021,Maharashtra,Gondia,Vidarbha,Soybean,Kharif,1336.2,40.7,26.38,35.21,19.14,-0.62,61.5,58.6,5.71,325.9,30.3,165.5,56.1,3,0,8,4967.2,0.0,Low,3.4,Low,47.2,Medium,12.9,Low,0.379,1882.1
7185,2018,Maharashtra,Kolhapur,Western Maharashtra,Rice,Kharif,597.2,-25.3,26.23,35.58,18.54,0.73,65.0,28.3,7.21,324.3,22.4,525.8,11.8,15,31,6,10733.7,34.7,Medium,14.4,Low,13.5,Low,22.7,Low,1.767,18968.2
7186,2003,Maharashtra,Sangli,Western Maharashtra,Sugarcane,Annual,718.4,-10.2,24.5,33.57,19.87,-1.0,63.6,33.1,7.0,126.0,31.4,311.9,100.0,4,35,3,7790.1,30.5,Low,3.0,Low,6.8,Low,15.5,Low,9.965,77628.9
7187,2016,Maharashtra,Sindhudurg,Konkan,Soybean,Kharif,2285.6,-8.6,27.68,36.44,18.09,0.68,83.9,47.6,7.01,309.0,36.9,297.6,0.0,17,0,15,3109.0,0.0,Low,20.6,Low,100.0,High,31.8,Low,0.08,248.7
7188,2001,Maharashtra,Bhandara,Vidarbha,Rice,Kharif,954.4,0.5,28.64,38.62,20.16,1.64,56.5,29.7,5.2,204.2,38.0,283.4,38.4,39,33,7,12498.5,16.0,Low,49.2,Medium,15.7,Low,26.9,Low,1.252,15642.6
7189,2017,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,2520.2,0.8,27.82,38.48,21.36,0.82,87.4,51.2,7.53,416.7,27.1,354.3,22.3,38,0,19,3368.6,0.0,Low,47.7,Medium,100.0,High,40.7,Medium,0.08,269.5
7190,2007,Maharashtra,Aurangabad,Marathwada,Maize,Kharif,536.9,-23.3,26.46,37.89,15.83,-0.54,67.7,35.8,7.5,344.7,15.4,367.6,36.9,27,38,5,946.7,18.2,Low,36.2,Medium,11.2,Low,22.4,Low,2.136,2022.6
7191,2015,Maharashtra,Ratnagiri,Konkan,Cotton,Kharif,2192.9,-12.3,26.4,32.42,20.84,-0.6,66.4,63.0,7.11,212.7,44.3,289.5,29.5,7,0,13,5631.6,0.0,Low,5.2,Low,100.0,High,26.7,Low,0.08,450.5
