record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes,rainfall_requirement_ratio,rainfall_deficit_index,heat_stress_index,drought_stress_index,soil_fertility_index,irrigation_adequacy,extreme_weather_days,rainfall_soil_interaction,temperature_rainfall_interaction,growing_condition_score
6942,2011,Maharashtra,Ahmednagar,Western Maharashtra,Wheat,Rabi,878.2,9.8,27.15,36.04,21.36,1.65,70.2,57.9,5.89,414.0,11.1,465.8,88.0,22,23,3,5756.6,5.8,Low,22.2,Low,25.8,Low,16.2,Low,0.484,2787.3,1.7564000000000002,0.0,0.5566785714285714,0.16757142857142857,0.67465,1.6,49.5,1.3559408000000002,0.1617,67.97615476190477
6943,2001,Maharashtra,Nagpur,Vidarbha,Cotton,Kharif,1156.2,21.7,26.69,36.34,24.18,-0.31,70.2,65.5,7.06,288.7,36.4,234.8,0.0,18,30,8,17922.4,7.5,Low,20.9,Low,28.7,Low,17.2,Low,0.16,2867.5,1.4452500000000001,0.0,0.20783928571428595,0.26023809523809527,0.6973374999999999,0.0,60.0,1.2621850000000001,-0.06727,60.87499404761903
6944,2020,Maharashtra,Kolhapur,Western Maharashtra,Maize,Kharif,922.6,15.3,27.16,35.51,20.4,1.66,59.1,47.6,6.09,171.1,28.3,290.7,30.9,22,12,7,2017.6,3.0,Low,19.3,Low,15.7,Low,11.6,Low,1.555,3137.5,1.4193846153846155,0.0,0.24524107142857132,0.21186190476190475,0.5550375000000001,0.6866666666666666,44.5,0.9008361025641026,0.25398,66.8590570054945
6945,2015,Maharashtra,Osmanabad,Marathwada,Wheat,Rabi,619.5,-11.5,28.8,37.71,18.42,1.8,65.1,58.3,7.22,298.8,41.7,428.8,72.2,30,5,6,4247.2,1.2,Low,37.4,Medium,13.5,Low,16.2,Low,0.243,1031.1,1.239,0.23,0.7229196428571429,0.1853952380952381,0.80715,1.3127272727272727,44.0,0.963116,-0.207,76.86253869047619
6946,2005,Maharashtra,Jalgaon,Khandesh,Cotton,Kharif,973.3,35.2,28.01,39.14,21.8,0.51,57.9,43.7,8.16,161.7,28.1,333.5,0.0,31,29,7,3115.6,7.2,Low,46.0,Medium,15.7,Low,22.2,Low,0.214,665.3,1.2166249999999998,0.0,0.48391071428571436,0.3286190476190476,0.4883124999999999,0.0,70.5,0.7088868333333332,0.17952,50.55050595238095
6947,2021,Maharashtra,Palghar,Konkan,Cotton,Kharif,2392.4,-4.3,25.36,34.76,18.46,-1.64,71.8,52.7,6.06,345.4,14.7,350.0,18.3,7,0,17,1561.5,0.0,Low,5.2,Low,100.0,High,26.7,Low,0.08,124.9,2.9905,0.086,0.045,0.18613333333333332,0.621875,0.4066666666666667,32.5,2.1013246666666667,0.07052,48.94916666666666
6948,2019,Maharashtra,Sangli,Western Maharashtra,Sugarcane,Annual,929.8,16.2,25.97,32.77,14.93,0.47,63.1,40.9,7.03,160.6,19.6,289.1,52.4,14,37,4,12529.9,21.3,Low,10.5,Low,9.0,Low,14.7,Low,24.848,311343.8,0.6198666666666667,0.0,0.09,0.31983809523809525,0.564175,0.655,57.0,0.33803395555555554,0.07613999999999999,67.60461111111111
6949,2003,Maharashtra,Jalna,Marathwada,Maize,Kharif,459.5,-34.4,26.85,35.79,21.7,-0.15,62.6,20.0,7.23,231.8,40.3,319.8,22.8,24,46,4,2275.0,36.8,Medium,22.4,Low,9.0,Low,25.1,Low,1.668,3795.5,0.7069230769230769,0.688,0.27734821428571427,0.6984761904761905,0.702525,0.5066666666666667,76.0,0.1885128205128205,0.05159999999999999,60.47232806776557
6950,2016,Maharashtra,Beed,Marathwada,Sugarcane,Annual,532.9,-23.9,26.98,34.18,18.08,-0.02,52.6,42.6,5.76,208.6,10.8,340.9,100.0,4,37,7,2777.9,39.6,Medium,3.0,Low,15.7,Low,21.6,Low,27.275,75766.9,0.3552666666666667,0.478,0.025714285714285714,0.4338714285714285,0.474825,1.25,51.5,0.20179146666666667,0.0047799999999999995,69.72523015873016
6951,2011,Maharashtra,Yavatmal,Vidarbha,Maize,Kharif,858.7,-9.6,27.01,35.88,19.7,0.01,53.6,61.4,8.13,262.9,27.2,323.8,34.0,17,0,7,3629.7,0.0,Low,17.6,Low,15.7,Low,9.7,Low,2.008,7289.4,1.321076923076923,0.192,0.2385357142857145,0.17853333333333332,0.5459624999999999,0.7555555555555555,27.5,1.081521641025641,-0.00096,73.47437667887668
6952,2013,Maharashtra,Thane,Konkan,Wheat,Rabi,3198.6,27.9,27.55,35.49,16.89,0.55,79.7,65.1,8.42,352.9,26.8,80.0,28.7,18,0,17,3661.5,0.0,Low,16.2,Low,100.0,High,30.3,Low,0.08,292.9,3.0,0.0,0.49315178571428586,0.10430000000000005,0.4420625,0.5218181818181818,43.5,2.6039999999999996,0.15345,44.24033685064935
6953,2017,Maharashtra,Kolhapur,Western Maharashtra,Cotton,Kharif,714.7,-10.7,25.96,31.57,18.02,0.46,60.3,46.3,7.62,278.1,16.3,264.7,14.9,0,19,7,2303.0,4.8,Low,0.0,Low,15.7,Low,5.9,Low,0.261,600.2,0.893375,0.214,0.0,0.3370952380952381,0.5351625,0.33111111111111113,29.5,0.5515101666666666,-0.04922,67.89505555555554
6954,2018,Maharashtra,Nashik,Western Maharashtra,Rice,Kharif,1195.3,49.4,25.28,34.52,17.91,-0.22,56.5,50.6,7.44,260.6,16.4,423.4,2.7,6,15,8,5438.2,3.8,Low,4.5,Low,18.0,Low,7.6,Low,1.866,10148.6,0.9960833333333333,0.0,0.038571428571428576,0.24291904761904762,0.6265749999999999,0.04153846153846154,33.0,0.6720242222222222,-0.10868,66.21175335775335
6955,2015,Maharashtra,Latur,Marathwada,Rice,Kharif,584.2,-16.5,26.52,35.1,19.55,-0.48,64.1,32.3,6.93,294.8,31.8,273.2,46.3,19,48,0,763.5,37.9,Medium,14.8,Low,0.0,Low,20.8,Low,1.395,1065.1,0.4868333333333334,0.33,0.12901785714285724,0.517247619047619,0.7136,0.7123076923076923,67.0,0.2096628888888889,0.07919999999999999,66.64344154456656
6956,2020,Maharashtra,Yavatmal,Vidarbha,Soybean,Kharif,1244.5,31.0,25.9,34.05,21.46,-1.1,61.8,58.2,5.99,249.5,23.9,402.6,64.6,14,7,8,1227.7,1.8,Low,10.5,Low,40.5,Medium,14.3,Low,0.516,633.2,1.6593333333333333,0.0,0.0934374999999998,0.12140000000000001,0.6254875000000001,1.6149999999999998,33.0,1.2876426666666667,-0.341,75.63929861111112
6957,2006,Maharashtra,Ratnagiri,Konkan,Maize,Kharif,2344.7,-6.2,28.26,36.6,18.79,1.26,77.1,57.9,8.35,251.0,52.4,170.7,28.4,24,0,15,6722.5,0.0,Low,26.8,Low,100.0,High,33.8,Low,0.08,537.8,3.0,0.124,0.33303571428571443,0.172,0.548475,0.6311111111111111,46.5,2.316,-0.07812000000000001,49.0361865079365
6958,2019,Maharashtra,Osmanabad,Marathwada,Wheat,Rabi,680.2,-2.8,26.36,36.29,19.95,-0.64,54.7,52.4,7.69,324.3,32.2,212.3,51.4,17,32,1,9632.5,8.0,Low,19.8,Low,2.2,Low,10.5,Low,0.679,6536.2,1.3604,0.055999999999999994,0.5417232142857142,0.2806761904761905,0.6085875,0.9345454545454546,50.5,0.9504661333333333,0.01792,70.70347754329005
6959,2014,Maharashtra,Jalgaon,Khandesh,Sugarcane,Annual,718.9,-0.2,28.63,38.24,22.18,1.13,59.5,30.2,6.93,248.2,34.1,358.8,73.2,36,43,6,1667.7,32.5,Low,44.8,Medium,13.5,Low,31.8,Low,54.592,91043.3,0.4792666666666667,0.004,0.38542857142857156,0.36181904761904765,0.7387750000000001,0.915,88.0,0.1929847111111111,-0.00226,66.66851587301588
6960,2020,Maharashtra,Jalgaon,Khandesh,Rice,Kharif,638.2,-11.4,29.33,37.62,19.79,1.83,62.5,27.9,7.74,354.5,14.6,80.0,0.0,24,45,8,2844.4,36.5,Medium,32.4,Low,18.0,Low,30.5,Low,0.907,2580.6,0.5318333333333334,0.228,0.3344107142857141,0.5296571428571428,0.46706249999999994,0.0,81.0,0.19784200000000002,-0.20862000000000003,43.96231150793651
6961,2007,Maharashtra,Beed,Marathwada,Sugarcane,Annual,672.4,-3.9,27.52,38.47,18.64,0.52,48.3,25.5,7.03,277.0,42.9,230.2,93.3,31,29,6,4447.0,35.6,Medium,42.3,Medium,13.5,Low,32.3,Low,32.277,143537.0,0.44826666666666665,0.078,0.3690982142857142,0.32328571428571423,0.7239749999999999,1.16625,69.0,0.15241066666666667,-0.02028,66.54747123015873
6962,2011,Maharashtra,Beed,Marathwada,Maize,Kharif,664.8,-5.0,26.8,37.97,16.93,-0.2,57.3,46.7,8.07,230.8,32.7,250.9,14.1,30,28,5,19191.6,7.0,Low,38.9,Medium,11.2,Low,18.6,Low,1.782,34198.6,1.0227692307692307,0.1,0.4657946428571428,0.3352333333333333,0.52445,0.31333333333333335,65.5,0.6368443076923076,0.01,61.84259317765568
6963,2004,Maharashtra,Dhule,Khandesh,Soybean,Kharif,526.9,-26.8,26.95,37.2,16.61,-0.55,46.1,54.6,7.29,113.5,40.1,378.6,23.2,24,40,6,2337.8,19.5,Low,30.1,Low,13.5,Low,21.5,Low,0.553,1292.5,0.7025333333333333,0.536,0.37428571428571455,0.5038285714285714,0.6494875,0.58,73.0,0.5114442666666666,0.14740000000000003,68.5776865079365
6964,2020,Maharashtra,Amravati,Vidarbha,Cotton,Kharif,821.4,-13.5,26.6,38.82,19.03,-0.4,55.5,48.8,7.53,296.3,42.5,274.5,44.0,28,10,7,3403.9,2.5,Low,42.0,Medium,15.7,Low,18.8,Low,0.275,935.4,1.02675,0.27,0.44262500000000005,0.2806904761904762,0.6936874999999999,0.9777777777777777,48.5,0.668072,0.054000000000000006,79.35743055555555
6965,2010,Maharashtra,Raigad,Konkan,Soybean,Kharif,2367.1,-5.3,28.04,36.22,19.45,1.04,79.9,48.6,7.7,215.5,46.8,239.3,10.2,23,0,13,6589.1,0.0,Low,23.9,Low,100.0,High,32.9,Low,0.08,527.1,3.0,0.106,0.3004821428571428,0.21489999999999998,0.6258374999999999,0.255,42.5,1.9440000000000002,-0.055119999999999995,41.06951785714286
6966,2004,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,2626.3,5.1,26.44,36.36,16.9,-0.56,80.7,57.5,6.09,246.0,10.9,329.5,38.2,23,0,16,12111.1,0.0,Low,24.8,Low,78.4,High,27.8,Low,0.619,7492.7,2.1885833333333333,0.0,0.24135714285714283,0.12013333333333331,0.53425,0.5876923076923077,47.0,1.677913888888889,-0.02856,54.34210012210012
6967,2016,Maharashtra,Bhandara,Vidarbha,Cotton,Kharif,1172.7,23.4,28.02,34.35,18.61,1.02,67.2,68.3,7.37,254.4,23.9,272.3,49.9,22,0,7,22172.5,0.0,Low,16.5,Low,27.6,Low,12.4,Low,0.216,4796.1,1.465875,0.0,0.14142857142857143,0.07243333333333335,0.5933999999999999,1.1088888888888888,32.5,1.3349235000000002,0.23867999999999998,80.19532142857142
6968,2006,Maharashtra,Nashik,Western Maharashtra,Sugarcane,Annual,931.9,16.5,25.89,36.6,17.51,0.39,61.1,46.3,6.71,380.9,31.4,330.4,76.9,20,27,5,2780.8,18.7,Low,23.8,Low,11.2,Low,18.5,Low,32.606,90671.0,0.6212666666666666,0.0,0.16982142857142865,0.2344809523809524,0.7990125,0.96125,54.5,0.38352862222222217,0.06435,78.692373015873
6969,2020,Maharashtra,Sangli,Western Maharashtra,Soybean,Kharif,1016.5,27.1,23.15,33.97,14.42,-2.35,55.7,57.5,7.24,313.5,32.7,419.2,36.8,0,0,7,5484.2,0.0,Low,0.0,Low,21.5,Low,5.4,Low,0.437,2399.3,1.3553333333333333,0.0,0.0,0.12153333333333333,0.7640374999999999,0.9199999999999999,10.5,1.0390888888888887,-0.63685,83.09186111111111
6970,2022,Maharashtra,Nandurbar,Khandesh,Rice,Kharif,865.8,20.3,27.6,34.55,18.34,0.1,54.2,38.0,6.62,264.6,27.1,410.7,14.0,6,22,7,5444.8,17.4,Low,4.5,Low,15.7,Low,12.7,Low,1.779,9686.5,0.7214999999999999,0.0,0.038571428571428576,0.3036190476190476,0.7337250000000001,0.2153846153846154,38.5,0.36556,0.020300000000000002,63.895287545787546
6971,2025,Maharashtra,Nandurbar,Khandesh,Maize,Kharif,873.6,21.3,26.04,36.79,18.15,-1.46,63.0,37.3,6.76,322.1,29.7,398.4,31.0,27,29,5,13808.4,7.2,Low,30.1,Low,11.2,Low,15.8,Low,2.376,32802.4,1.344,0.0,0.36538392857142854,0.31895238095238093,0.7940124999999999,0.6888888888888889,63.5,0.668416,-0.31098,68.39060218253968
6972,2001,Maharashtra,Parbhani,Marathwada,Sugarcane,Annual,1055.2,50.7,26.79,37.32,20.2,-0.21,39.4,41.7,6.74,429.8,29.2,460.6,79.8,23,27,7,2195.5,13.0,Low,30.0,Low,15.7,Low,19.3,Low,49.403,108465.4,0.7034666666666667,0.0,0.23860714285714288,0.2469142857142857,0.8688000000000001,0.9974999999999999,60.5,0.3911274666666667,-0.10647000000000001,79.92467063492063
6973,2013,Maharashtra,Amravati,Vidarbha,Maize,Kharif,846.1,-10.9,27.61,34.84,22.31,0.61,42.2,37.1,6.77,217.9,35.7,247.9,0.0,15,25,4,1958.3,6.2,Low,11.2,Low,9.0,Low,8.6,Low,1.715,3358.1,1.3016923076923077,0.218,0.15417857142857166,0.4097761904761904,0.6848875,0.0,46.0,0.6439037948717949,-0.06649,56.25019963369964
6974,2001,Maharashtra,Palghar,Konkan,Sugarcane,Annual,2083.6,-16.7,28.33,33.67,20.07,1.33,76.1,69.6,7.88,337.4,27.8,452.0,81.7,7,0,7,9944.8,0.0,Low,5.2,Low,28.9,Low,8.9,Low,50.244,499670.9,1.3890666666666667,0.33399999999999996,0.045,0.15319999999999998,0.690875,1.02125,17.5,1.2890538666666664,-0.22210999999999997,85.21805555555557
6975,2011,Maharashtra,Beed,Marathwada,Maize,Kharif,505.5,-27.8,25.83,33.73,18.89,-1.17,51.4,42.2,7.18,255.3,46.5,259.4,14.2,2,51,5,3986.9,24.1,Low,1.5,Low,11.2,Low,13.4,Low,2.168,8644.5,0.7776923076923077,0.556,0.012857142857142857,0.6083047619047618,0.7242624999999999,0.31555555555555553,60.5,0.43758153846153847,0.32525999999999994,68.15170909645909
6976,2019,Maharashtra,Thane,Konkan,Maize,Kharif,3110.7,24.4,26.04,33.48,13.37,-0.96,61.2,64.3,7.34,266.2,22.9,203.8,43.6,0,0,17,3380.0,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,270.4,3.0,0.0,0.0,0.09206666666666669,0.565275,0.9688888888888889,25.5,2.5719999999999996,-0.23424,62.82994444444445
6977,2014,Maharashtra,Ratnagiri,Konkan,Wheat,Rabi,3027.0,21.1,27.95,39.68,16.36,0.95,71.9,62.8,6.55,258.1,30.5,409.4,92.0,43,0,17,3256.2,0.0,Low,58.0,Medium,100.0,High,44.1,Medium,0.08,260.5,3.0,0.0,0.9419285714285714,0.04866666666666668,0.7372625,1.6727272727272726,68.5,2.5119999999999996,0.20045000000000002,52.36298809523808
6978,2001,Maharashtra,Akola,Vidarbha,Sugarcane,Annual,934.1,-1.7,28.2,36.92,20.36,1.2,70.0,19.3,6.89,177.3,34.3,333.5,82.3,27,38,6,16692.2,32.0,Low,30.8,Low,13.5,Low,27.0,Low,51.345,857062.7,0.6227333333333334,0.034,0.23682142857142868,0.3781238095238095,0.6878125,1.02875,74.0,0.16025004444444446,-0.0204,69.06281746031746
6979,2004,Maharashtra,Hingoli,Marathwada,Sugarcane,Annual,681.4,-2.7,25.83,35.41,18.34,-1.17,55.9,35.8,7.94,239.3,31.4,267.2,82.9,16,29,6,3150.9,30.8,Low,14.3,Low,13.5,Low,21.0,Low,26.246,82699.9,0.45426666666666665,0.054000000000000006,0.10285714285714286,0.29095238095238096,0.5476624999999999,1.0362500000000001,54.0,0.2168366222222222,0.03159,69.86150396825397
6980,2023,Maharashtra,Yavatmal,Vidarbha,Maize,Kharif,787.1,-17.1,27.11,39.39,20.42,0.11,49.5,46.2,8.63,268.7,23.9,376.7,17.4,40,24,9,2167.0,6.0,Low,54.2,Medium,20.2,Low,25.5,Low,1.668,3615.3,1.210923076923077,0.342,0.6277053571428572,0.4011571428571429,0.4970374999999999,0.38666666666666666,77.5,0.7459286153846154,-0.018810000000000004,57.06311836080585
6981,2001,Maharashtra,Kolhapur,Western Maharashtra,Soybean,Kharif,893.1,11.6,23.87,33.25,14.63,-1.63,67.5,63.9,6.66,274.2,28.4,256.1,39.5,4,10,6,6575.9,2.5,Low,3.0,Low,13.5,Low,5.4,Low,0.473,3107.5,1.1908,0.0,0.025714285714285714,0.14035714285714285,0.673925,0.9875,23.0,1.0145616000000002,-0.18907999999999997,86.70278571428571
6982,2011,Maharashtra,Hingoli,Marathwada,Sugarcane,Annual,487.2,-30.4,27.15,37.57,22.74,0.15,59.2,32.9,7.35,133.8,22.0,291.8,87.2,29,40,5,1883.8,42.5,Medium,35.9,Medium,11.2,Low,32.5,Low,25.578,48183.5,0.3248,0.608,0.29436607142857146,0.5373619047619048,0.520775,1.09,76.5,0.14247893333333334,-0.045599999999999995,63.520008928571436
6983,2011,Maharashtra,Wardha,Vidarbha,Wheat,Rabi,1078.2,13.5,26.84,37.49,16.37,-0.16,72.0,55.7,6.4,223.1,21.4,258.9,47.9,24,23,8,41965.8,5.8,Low,31.7,Low,57.1,Medium,27.1,Low,0.167,6989.1,2.1564,0.0,0.6692232142857144,0.2150047619047619,0.5758875,0.8709090909090909,59.0,1.6014864000000002,-0.0216,54.47758360389611
6984,2015,Maharashtra,Mumbai Suburban,Konkan,Rice,Kharif,3201.9,28.1,27.16,30.51,16.65,0.16,79.0,58.1,6.56,362.7,43.4,349.6,60.6,0,0,20,1911.0,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.255,487.9,2.66825,0.0,0.0,0.09573333333333332,0.8384875,0.9323076923076923,30.0,2.0670043333333337,0.04496000000000001,65.90923717948719
6985,2011,Maharashtra,Nandurbar,Khandesh,Cotton,Kharif,797.9,10.8,26.56,35.08,20.39,-0.94,57.5,39.3,6.23,336.9,25.0,145.0,0.0,9,31,4,4389.8,7.8,Low,7.2,Low,9.0,Low,7.9,Low,0.232,1016.4,0.997375,0.0,0.06335714285714274,0.35185714285714287,0.5868125000000001,0.0,46.0,0.5226245,-0.10152,61.222142857142856
6986,2019,Maharashtra,Ahmednagar,Western Maharashtra,Wheat,Rabi,828.4,3.6,26.47,34.6,19.21,0.97,74.9,67.4,6.92,317.3,27.7,348.8,68.0,8,7,5,2456.4,1.8,Low,6.0,Low,25.3,Low,9.1,Low,0.544,1335.3,1.6568,0.0,0.3676785714285716,0.08733333333333332,0.7462125,1.2363636363636363,22.5,1.4889109333333335,0.03492,76.4357380952381
6987,2016,Maharashtra,Parbhani,Marathwada,Soybean,Kharif,778.8,11.3,27.84,36.99,22.81,0.84,47.7,50.5,6.8,305.1,33.7,381.5,34.4,13,25,4,28730.0,6.2,Low,20.7,Low,9.0,Low,11.7,Low,0.694,19949.0,1.0384,0.0,0.2891339285714287,0.2544095238095238,0.7999375,0.86,44.0,0.6991893333333333,0.09492,81.68840773809525
6988,2005,Maharashtra,Gadchiroli,Vidarbha,Sugarcane,Annual,1069.5,12.6,28.11,40.11,19.01,1.11,52.0,40.2,7.7,375.2,21.8,353.2,56.1,40,8,7,8163.3,7.6,Low,58.1,Medium,15.7,Low,26.3,Low,60.225,491636.0,0.713,0.0,0.5397053571428572,0.19418571428571427,0.6576,0.70125,58.5,0.382168,0.13986,65.01808630952381
6989,2019,Maharashtra,Wardha,Vidarbha,Soybean,Kharif,1184.8,24.7,27.12,36.96,17.99,0.12,57.2,42.8,6.95,234.1,16.3,254.9,31.2,28,17,6,5899.3,4.2,Low,31.8,Low,31.6,Low,20.2,Low,0.48,2831.8,1.5797333333333332,0.0,0.38350000000000006,0.24899047619047618,0.5865125,0.78,54.0,0.9015011555555554,0.02964,63.32886111111111
6990,2002,Maharashtra,Bhandara,Vidarbha,Maize,Kharif,937.9,-1.3,27.47,35.72,18.99,0.47,69.5,43.7,7.03,292.6,32.7,328.9,40.7,18,22,6,11824.5,5.5,Low,17.5,Low,13.5,Low,11.5,Low,1.807,21372.5,1.442923076923077,0.026000000000000002,0.23396428571428562,0.2670190476190476,0.7320749999999999,0.9044444444444445,49.0,0.8407431794871796,-0.00611,73.49220665445667
6991,2025,Maharashtra,Buldhana,Vidarbha,Maize,Kharif,843.3,-11.2,28.55,38.09,21.82,1.55,62.6,45.8,7.15,428.3,24.3,263.1,7.2,29,32,5,2329.7,8.0,Low,38.8,Medium,11.2,Low,19.0,Low,1.896,4417.1,1.2973846153846154,0.22399999999999998,0.4676160714285717,0.4056761904761905,0.7092999999999999,0.16,68.5,0.7922695384615385,-0.1736,57.62868200549449
6992,2021,Maharashtra,Akola,Vidarbha,Sugarcane,Annual,942.7,-0.8,26.05,31.29,19.53,-0.95,57.9,43.3,7.51,174.9,29.1,396.5,92.4,0,25,5,5207.3,17.7,Low,0.0,Low,11.2,Low,10.2,Low,28.183,146754.9,0.6284666666666667,0.016,0.0,0.22600952380952383,0.6143125,1.155,32.5,0.36283475555555555,0.0076,77.64069444444445
6993,2024,Maharashtra,Buldhana,Vidarbha,Wheat,Rabi,814.1,-14.3,27.42,37.89,19.83,0.42,45.5,47.5,7.62,208.5,26.5,210.6,69.9,34,8,6,2467.2,2.0,Low,41.4,Medium,26.2,Low,21.0,Low,0.324,798.4,1.6282,0.28600000000000003,0.7610089285714288,0.25615238095238096,0.5156125,1.270909090909091,51.0,1.0311933333333334,-0.06006,61.093782738095236
6994,2006,Maharashtra,Buldhana,Vidarbha,Wheat,Rabi,1103.4,16.1,27.77,37.03,20.9,0.77,66.7,57.2,6.77,239.3,21.3,418.4,83.4,30,0,9,9686.6,0.0,Low,33.7,Low,61.8,Medium,26.6,Low,0.133,1284.5,2.2068000000000003,0.0,0.676169642857143,0.07593333333333331,0.7115125,1.5163636363636364,43.5,1.6830528000000005,0.12397000000000002,59.22770535714286
6995,2005,Maharashtra,Satara,Western Maharashtra,Sugarcane,Annual,734.3,-8.2,23.74,36.13,15.15,-1.76,63.5,33.2,7.8,124.4,34.0,338.6,63.2,31,19,10,2585.9,25.8,Low,29.5,Low,22.5,Low,26.2,Low,7.553,19531.1,0.4895333333333333,0.16399999999999998,0.20822321428571447,0.3149619047619047,0.54205,0.79,65.0,0.21670008888888892,0.14431999999999998,63.86320734126984
6996,2018,Maharashtra,Nashik,Western Maharashtra,Cotton,Kharif,897.1,12.1,25.38,34.88,15.85,-0.12,51.2,40.4,7.77,241.5,45.9,251.1,34.0,25,29,8,2179.2,7.2,Low,18.8,Low,18.0,Low,13.7,Low,0.202,440.5,1.121375,0.0,0.16071428571428573,0.3056190476190476,0.6347375000000001,0.7555555555555555,66.0,0.6040473333333334,-0.01452,74.14556349206349
6997,2004,Maharashtra,Solapur,Western Maharashtra,Soybean,Kharif,871.7,9.0,24.26,37.55,16.18,-1.24,69.1,50.7,7.0,307.1,5.0,221.4,41.1,30,10,2,3725.9,2.5,Low,36.5,Medium,4.5,Low,14.2,Low,0.527,1965.1,1.1622666666666668,0.0,0.4369196428571427,0.18275714285714284,0.5526375,1.0275,43.0,0.7856922666666668,-0.1116,75.31451091269842
6998,2004,Maharashtra,Jalgaon,Khandesh,Cotton,Kharif,669.3,-7.0,27.2,35.23,17.98,-0.3,54.0,40.0,6.16,155.4,40.1,295.1,5.6,18,34,5,4559.2,9.4,Low,14.8,Low,11.2,Low,11.6,Low,0.205,935.0,0.836625,0.14,0.1315267857142855,0.4057809523809524,0.615175,0.12444444444444444,59.5,0.44619999999999993,0.021,60.7632371031746
6999,2003,Maharashtra,Thane,Konkan,Sugarcane,Annual,2501.1,0.0,26.58,35.99,21.05,-0.42,63.7,61.2,8.25,316.5,26.8,450.5,66.4,3,0,17,18751.7,0.0,Low,7.7,Low,67.8,High,19.5,Low,21.69,406723.8,1.6674,-0.0,0.019285714285714288,0.07959999999999998,0.6258125,0.8300000000000001,28.5,1.3605984,-0.0,74.02363095238096
7000,2018,Maharashtra,Washim,Vidarbha,Rice,Kharif,993.3,4.6,26.26,33.92,15.23,-0.74,66.6,42.3,7.17,244.7,20.2,120.7,25.9,4,27,5,668.1,12.3,Low,3.0,Low,11.2,Low,9.0,Low,1.624,1084.9,0.82775,0.0,0.025714285714285714,0.2988142857142857,0.5180374999999999,0.3984615384615384,38.5,0.46685099999999996,-0.03404,66.35343315018315
7001,2003,Maharashtra,Palghar,Konkan,Soybean,Kharif,2861.5,14.5,28.97,40.52,17.38,1.97,82.1,55.5,8.47,152.5,43.2,225.4,19.5,46,0,17,3790.4,0.0,Low,64.8,Medium,100.0,High,46.4,Medium,0.08,303.2,3.0,0.0,0.743964285714286,0.14550000000000002,0.4652624999999999,0.4875,71.5,2.22,0.28565,37.695785714285705
7002,2017,Maharashtra,Amravati,Vidarbha,Soybean,Kharif,833.8,-12.2,24.85,30.83,18.78,-2.15,64.8,38.5,7.82,346.3,27.2,280.5,48.4,0,30,4,7222.4,7.5,Low,0.0,Low,9.0,Low,5.4,Low,0.735,5309.8,1.1117333333333332,0.244,0.0,0.38723809523809516,0.6151875,1.21,36.0,0.5706897777777777,0.2623,80.70819444444444
7003,2004,Maharashtra,Bhandara,Vidarbha,Rice,Kharif,946.0,-0.4,27.41,39.46,16.9,0.41,68.5,32.4,8.65,216.7,32.1,225.0,45.9,47,22,8,3816.7,13.4,Low,59.8,Medium,18.0,Low,29.9,Low,1.345,5134.3,0.7883333333333333,0.008,0.6087678571428572,0.29318571428571427,0.42718749999999994,0.7061538461538461,81.0,0.34056,-0.00164,58.647531288156294
7004,2005,Maharashtra,Washim,Vidarbha,Cotton,Kharif,1014.3,6.8,26.49,35.29,19.9,-0.51,52.3,51.5,6.37,275.3,31.3,397.9,37.5,16,8,8,2811.5,2.0,Low,13.6,Low,19.0,Low,10.1,Low,0.26,731.3,1.2678749999999999,0.0,0.1227946428571428,0.17511904761904762,0.7237625,0.8333333333333334,36.0,0.8706074999999999,-0.03468,78.56874702380952
7005,2010,Maharashtra,Jalgaon,Khandesh,Wheat,Rabi,737.3,2.4,27.32,40.54,21.43,-0.18,48.5,54.7,7.23,313.2,23.2,412.4,60.4,48,22,7,4162.4,5.5,Low,66.5,Medium,20.7,Low,29.4,Low,0.42,1748.7,1.4746,0.0,1.0,0.20155238095238093,0.7141999999999998,1.0981818181818181,80.5,1.0754749333333333,-0.00432,65.96066666666667
7006,2008,Maharashtra,Ratnagiri,Konkan,Cotton,Kharif,2413.6,-3.5,26.6,30.99,19.81,-0.4,81.0,54.1,6.56,267.7,21.9,358.4,40.9,0,0,15,2300.0,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,184.0,3.0,0.07,0.0,0.15326666666666666,0.6760125,0.9088888888888889,22.5,2.164,0.014000000000000002,61.12469444444445
7007,2013,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,3289.4,31.6,26.82,31.97,19.48,-0.18,81.6,67.5,7.15,265.4,35.8,317.7,77.6,0,0,15,5798.8,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,463.9,3.0,0.0,0.0,0.047400000000000005,0.7099749999999999,1.7244444444444442,22.5,2.7,-0.05688,67.1995
